country_id,country_name,iso3_code,region,income_group,year,crop,yield_kg_ha,production_tonnes,area_harvested_ha,fertilizer_use_kg_ha,irrigation_pct,avg_temp_mean_c,avg_temp_max_c,avg_temp_min_c,total_precip_mm,total_rain_mm,total_et0_mm,gdd_base10,extreme_hot_days_gt35c,freeze_days_lt0c,precip_variability_cv2
1,China,CHN,East Asia,Upper middle income,2017,Soybeans,3402.48,5963244.1,1752619.0,152.26,35.8,8.30191780821917,14.03863013698631,3.0441095890410943,555.6,495.4000000000001,1071.590000000001,1198.7999999999997,0.0,153.0,6.740203029977904
1,China,CHN,East Asia,Upper middle income,2017,Wheat,6202.39,10527923.3,1697398.0,134.03,40.8,8.30191780821917,14.03863013698631,3.0441095890410943,555.6,495.4000000000001,1071.590000000001,1198.7999999999997,0.0,153.0,6.740203029977904
1,China,CHN,East Asia,Upper middle income,2018,Maize,8291.34,5340051.09,644052.0,110.43,17.1,8.077260273972609,13.812876712328775,2.965479452054796,582.5,528.9000000000002,1046.4700000000005,1195.2999999999995,0.0,140.0,7.5563868923723065
1,China,CHN,East Asia,Upper middle income,2018,Rice,7843.33,9486614.65,1209513.0,110.93,31.8,8.077260273972609,13.812876712328775,2.965479452054796,582.5,528.9000000000002,1046.4700000000005,1195.2999999999995,0.0,140.0,7.5563868923723065
1,China,CHN,East Asia,Upper middle income,2018,Soybeans,4402.61,17904906.58,4066880.0,141.18,37.4,8.077260273972609,13.812876712328775,2.965479452054796,582.5,528.9000000000002,1046.4700000000005,1195.2999999999995,0.0,140.0,7.5563868923723065
1,China,CHN,East Asia,Upper middle income,2018,Wheat,3869.37,5026492.33,1299046.0,135.56,23.0,8.077260273972609,13.812876712328775,2.965479452054796,582.5,528.9000000000002,1046.4700000000005,1195.2999999999995,0.0,140.0,7.5563868923723065
1,China,CHN,East Asia,Upper middle income,2019,Maize,10490.63,9134642.77,870743.0,106.31,33.1,8.378356164383556,14.149589041095886,3.157534246575344,562.3000000000001,523.6000000000003,1050.9899999999986,1149.0,0.0,142.0,8.697280158481238
1,China,CHN,East Asia,Upper middle income,2019,Rice,7116.58,24331760.38,3419022.0,156.87,38.5,8.378356164383556,14.149589041095886,3.157534246575344,562.3000000000001,523.6000000000003,1050.9899999999986,1149.0,0.0,142.0,8.697280158481238
1,China,CHN,East Asia,Upper middle income,2019,Wheat,6378.94,9048691.86,1418525.0,150.66,17.8,8.378356164383556,14.149589041095886,3.157534246575344,562.3000000000001,523.6000000000003,1050.9899999999986,1149.0,0.0,142.0,8.697280158481238
1,China,CHN,East Asia,Upper middle income,2020,Maize,10187.36,38248346.29,3754490.0,120.88,10.0,8.333606557377047,13.900000000000002,3.268579234972678,599.8,542.9000000000001,1061.7099999999996,1113.5999999999995,0.0,144.0,6.830401063998101
1,China,CHN,East Asia,Upper middle income,2020,Rice,7081.72,3159691.28,446176.0,135.21,35.5,8.333606557377047,13.900000000000002,3.268579234972678,599.8,542.9000000000001,1061.7099999999996,1113.5999999999995,0.0,144.0,6.830401063998101
1,China,CHN,East Asia,Upper middle income,2020,Soybeans,5484.8,22480497.37,4098688.0,162.64,38.5,8.333606557377047,13.900000000000002,3.268579234972678,599.8,542.9000000000001,1061.7099999999996,1113.5999999999995,0.0,144.0,6.830401063998101
1,China,CHN,East Asia,Upper middle income,2020,Wheat,6659.8,21472165.83,3224146.0,112.62,29.5,8.333606557377047,13.900000000000002,3.268579234972678,599.8,542.9000000000001,1061.7099999999996,1113.5999999999995,0.0,144.0,6.830401063998101
1,China,CHN,East Asia,Upper middle income,2021,Maize,10245.35,13259988.43,1294245.0,116.51,36.3,8.828767123287673,14.784931506849308,3.4076712328767127,430.30000000000007,390.70000000000005,1133.6799999999992,1280.0999999999992,0.0,147.0,7.146093157474239
1,China,CHN,East Asia,Upper middle income,2021,Rice,8101.18,19785623.18,2442313.0,84.33,9.9,8.828767123287673,14.784931506849308,3.4076712328767127,430.30000000000007,390.70000000000005,1133.6799999999992,1280.0999999999992,0.0,147.0,7.146093157474239
1,China,CHN,East Asia,Upper middle income,2021,Soybeans,5395.98,7927865.09,1469216.0,122.08,34.5,8.828767123287673,14.784931506849308,3.4076712328767127,430.30000000000007,390.70000000000005,1133.6799999999992,1280.0999999999992,0.0,147.0,7.146093157474239
1,China,CHN,East Asia,Upper middle income,2021,Wheat,5394.45,11890204.49,2204154.0,140.18,22.4,8.828767123287673,14.784931506849308,3.4076712328767127,430.30000000000007,390.70000000000005,1133.6799999999992,1280.0999999999992,0.0,147.0,7.146093157474239
1,China,CHN,East Asia,Upper middle income,2022,Maize,10875.99,24145795.26,2220101.0,118.93,25.5,9.237808219178085,15.401643835616435,3.702465753424661,437.1000000000001,400.2,1146.3300000000013,1375.7000000000003,0.0,132.0,7.847872468659909
1,China,CHN,East Asia,Upper middle income,2022,Rice,6545.74,26111084.72,3989017.0,108.81,30.9,9.237808219178085,15.401643835616435,3.702465753424661,437.1000000000001,400.2,1146.3300000000013,1375.7000000000003,0.0,132.0,7.847872468659909
1,China,CHN,East Asia,Upper middle income,2022,Soybeans,5443.3,5986207.97,1099738.0,165.47,32.6,9.237808219178085,15.401643835616435,3.702465753424661,437.1000000000001,400.2,1146.3300000000013,1375.7000000000003,0.0,132.0,7.847872468659909
1,China,CHN,East Asia,Upper middle income,2022,Wheat,5028.85,15846905.56,3151201.0,146.57,36.1,9.237808219178085,15.401643835616435,3.702465753424661,437.1000000000001,400.2,1146.3300000000013,1375.7000000000003,0.0,132.0,7.847872468659909
1,China,CHN,East Asia,Upper middle income,2023,Maize,8877.98,15984384.27,1800453.0,155.61,33.8,9.080273972602743,15.290410958904097,3.3997260273972625,395.79999999999995,344.49999999999994,1163.9599999999991,1352.3000000000002,0.0,147.0,7.189580795421151
1,China,CHN,East Asia,Upper middle income,2023,Rice,9193.67,13235915.26,1439677.0,155.43,40.5,9.080273972602743,15.290410958904097,3.3997260273972625,395.79999999999995,344.49999999999994,1163.9599999999991,1352.3000000000002,0.0,147.0,7.189580795421151
1,China,CHN,East Asia,Upper middle income,2023,Wheat,5281.73,7946473.93,1504521.0,91.73,36.0,9.080273972602743,15.290410958904097,3.3997260273972625,395.79999999999995,344.49999999999994,1163.9599999999991,1352.3000000000002,0.0,147.0,7.189580795421151
2,Nepal,NPL,South Asia,Low income,2015,Maize,5338.56,11563199.86,2165977.0,33.65,5.0,11.452876712328765,15.32630136986302,6.3580821917808175,5123.999999999997,5118.399999999998,917.41,1099.500000000001,0.0,72.0,3.8177335948264535
2,Nepal,NPL,South Asia,Low income,2015,Rice,4657.18,2348473.82,504269.0,36.16,8.9,11.452876712328765,15.32630136986302,6.3580821917808175,5123.999999999997,5118.399999999998,917.41,1099.500000000001,0.0,72.0,3.8177335948264535
2,Nepal,NPL,South Asia,Low income,2015,Soybeans,2755.4,6631539.37,2406740.0,25.64,6.3,11.452876712328765,15.32630136986302,6.3580821917808175,5123.999999999997,5118.399999999998,917.41,1099.500000000001,0.0,72.0,3.8177335948264535
2,Nepal,NPL,South Asia,Low income,2015,Wheat,4797.37,9305134.47,1939633.0,19.79,11.8,11.452876712328765,15.32630136986302,6.3580821917808175,5123.999999999997,5118.399999999998,917.41,1099.500000000001,0.0,72.0,3.8177335948264535
2,Nepal,NPL,South Asia,Low income,2016,Maize,7535.07,12519449.02,1661491.0,26.66,10.8,12.347540983606564,15.948907103825139,7.916393442622945,5857.999999999999,5856.199999999999,893.3900000000001,1228.5999999999997,0.0,41.0,2.6090036322241628
2,Nepal,NPL,South Asia,Low income,2016,Rice,5183.8,3536922.89,682303.0,17.92,8.6,12.347540983606564,15.948907103825139,7.916393442622945,5857.999999999999,5856.199999999999,893.3900000000001,1228.5999999999997,0.0,41.0,2.6090036322241628
2,Nepal,NPL,South Asia,Low income,2016,Soybeans,3191.09,6251224.85,1958963.0,28.67,7.5,12.347540983606564,15.948907103825139,7.916393442622945,5857.999999999999,5856.199999999999,893.3900000000001,1228.5999999999997,0.0,41.0,2.6090036322241628
2,Nepal,NPL,South Asia,Low income,2016,Wheat,3378.56,5495115.31,1626465.0,31.91,9.0,12.347540983606564,15.948907103825139,7.916393442622945,5857.999999999999,5856.199999999999,893.3900000000001,1228.5999999999997,0.0,41.0,2.6090036322241628
2,Nepal,NPL,South Asia,Low income,2017,Maize,7842.12,6082239.27,775586.0,32.3,8.4,13.662739726027397,17.16657534246574,9.878630136986303,4717.600000000002,4717.500000000002,969.9700000000004,1575.7000000000007,0.0,7.0,2.744252640266922
2,Nepal,NPL,South Asia,Low income,2017,Rice,4889.71,3038648.72,621438.0,26.55,6.7,13.662739726027397,17.16657534246574,9.878630136986303,4717.600000000002,4717.500000000002,969.9700000000004,1575.7000000000007,0.0,7.0,2.744252640266922
2,Nepal,NPL,South Asia,Low income,2017,Wheat,4895.43,9063316.83,1851382.0,20.92,11.6,13.662739726027397,17.16657534246574,9.878630136986303,4717.600000000002,4717.500000000002,969.9700000000004,1575.7000000000007,0.0,7.0,2.744252640266922
2,Nepal,NPL,South Asia,Low income,2018,Soybeans,2782.36,,93560.0,25.46,9.9,13.071232876712324,16.620273972602742,9.268219178082193,5077.700000000003,5077.400000000002,916.4600000000003,1436.6999999999998,0.0,8.0,2.890254919225616
2,Nepal,NPL,South Asia,Low income,2018,Wheat,3932.68,3249176.93,826200.0,34.71,11.7,13.071232876712324,16.620273972602742,9.268219178082193,5077.700000000003,5077.400000000002,916.4600000000003,1436.6999999999998,0.0,8.0,2.890254919225616
2,Nepal,NPL,South Asia,Low income,2019,Maize,5032.35,4585463.79,911198.0,24.22,10.0,13.132054794520538,16.69835616438356,9.300273972602731,4550.7000000000035,4538.500000000003,957.2900000000001,1567.3999999999999,0.0,19.0,2.820718014930224
2,Nepal,NPL,South Asia,Low income,2019,Rice,5098.82,8737600.5,1713650.0,25.0,9.0,13.132054794520538,16.69835616438356,9.300273972602731,4550.7000000000035,4538.500000000003,957.2900000000001,1567.3999999999999,0.0,19.0,2.820718014930224
2,Nepal,NPL,South Asia,Low income,2019,Soybeans,2960.78,2546076.21,859933.0,20.49,5.8,13.132054794520538,16.69835616438356,9.300273972602731,4550.7000000000035,4538.500000000003,957.2900000000001,1567.3999999999999,0.0,19.0,2.820718014930224
2,Nepal,NPL,South Asia,Low income,2019,Wheat,3920.63,4449905.97,1134997.0,17.1,7.7,13.132054794520538,16.69835616438356,9.300273972602731,4550.7000000000035,4538.500000000003,957.2900000000001,1567.3999999999999,0.0,19.0,2.820718014930224
2,Nepal,NPL,South Asia,Low income,2020,Maize,6235.58,4637746.61,743756.0,27.28,13.2,13.021038251366114,16.52595628415301,9.39289617486338,5112.099999999998,5111.7999999999965,904.4599999999998,1508.0000000000007,0.0,17.0,2.4307321646575106
2,Nepal,NPL,South Asia,Low income,2020,Rice,5221.87,1661318.25,318146.0,23.7,10.7,13.021038251366114,16.52595628415301,9.39289617486338,5112.099999999998,5111.7999999999965,904.4599999999998,1508.0000000000007,0.0,17.0,2.4307321646575106
2,Nepal,NPL,South Asia,Low income,2020,Wheat,5447.29,4266499.7,783233.0,23.3,11.6,13.021038251366114,16.52595628415301,9.39289617486338,5112.099999999998,5111.7999999999965,904.4599999999998,1508.0000000000007,0.0,17.0,2.4307321646575106
2,Nepal,NPL,South Asia,Low income,2021,Maize,6789.05,14348526.41,2113480.0,20.59,9.6,13.563013698630135,16.906301369863005,10.051506849315073,5098.400000000002,5096.300000000002,898.63,1565.4,0.0,9.0,3.40220426389634
2,Nepal,NPL,South Asia,Low income,2021,Rice,4651.05,6616697.6,1422624.0,31.71,7.5,13.563013698630135,16.906301369863005,10.051506849315073,5098.400000000002,5096.300000000002,898.63,1565.4,0.0,9.0,3.40220426389634
2,Nepal,NPL,South Asia,Low income,2021,Soybeans,2988.58,2915928.69,975689.0,21.59,9.6,13.563013698630135,16.906301369863005,10.051506849315073,5098.400000000002,5096.300000000002,898.63,1565.4,0.0,9.0,3.40220426389634
2,Nepal,NPL,South Asia,Low income,2021,Wheat,4912.0,8422492.44,1714678.0,30.94,11.8,13.563013698630135,16.906301369863005,10.051506849315073,5098.400000000002,5096.300000000002,898.63,1565.4,0.0,9.0,3.40220426389634
2,Nepal,NPL,South Asia,Low income,2022,Maize,7142.35,1431326.34,200400.0,24.2,8.8,13.392602739726025,16.797260273972597,9.776712328767122,3078.1,3052.2999999999997,962.0900000000012,1614.8999999999999,0.0,12.0,2.079657144929787
2,Nepal,NPL,South Asia,Low income,2022,Rice,4734.15,6844071.05,1445680.0,24.46,13.4,13.392602739726025,16.797260273972597,9.776712328767122,3078.1,3052.2999999999997,962.0900000000012,1614.8999999999999,0.0,12.0,2.079657144929787
2,Nepal,NPL,South Asia,Low income,2022,Soybeans,2926.2,4235010.69,1447274.0,24.56,9.4,13.392602739726025,16.797260273972597,9.776712328767122,3078.1,3052.2999999999997,962.0900000000012,1614.8999999999999,0.0,12.0,2.079657144929787
2,Nepal,NPL,South Asia,Low income,2022,Wheat,4501.15,8711288.28,1935348.0,21.85,12.0,13.392602739726025,16.797260273972597,9.776712328767122,3078.1,3052.2999999999997,962.0900000000012,1614.8999999999999,0.0,12.0,2.079657144929787
2,Nepal,NPL,South Asia,Low income,2023,Maize,6712.59,15476625.38,2305613.0,26.79,11.4,13.396986301369857,17.0082191780822,9.637808219178087,2852.4999999999995,2852.3999999999996,1005.2099999999989,1458.4000000000003,0.0,1.0,4.376809333571965
2,Nepal,NPL,South Asia,Low income,2023,Rice,5067.55,7729187.07,1525232.0,34.99,7.5,13.396986301369857,17.0082191780822,9.637808219178087,2852.4999999999995,2852.3999999999996,1005.2099999999989,1458.4000000000003,0.0,1.0,4.376809333571965
2,Nepal,NPL,South Asia,Low income,2023,Soybeans,2188.49,4972934.14,2272310.0,32.93,15.3,13.396986301369857,17.0082191780822,9.637808219178087,2852.4999999999995,2852.3999999999996,1005.2099999999989,1458.4000000000003,0.0,1.0,4.376809333571965
2,Nepal,NPL,South Asia,Low income,2023,Wheat,3242.78,3973225.52,1225254.0,28.78,10.0,13.396986301369857,17.0082191780822,9.637808219178087,2852.4999999999995,2852.3999999999996,1005.2099999999989,1458.4000000000003,0.0,1.0,4.376809333571965
3,South Korea,KOR,East Asia,High income,2015,Maize,12144.13,51630427.05,4251472.0,187.8,36.1,11.576438356164378,15.919452054794526,7.925205479452058,942.4999999999999,917.1000000000001,920.5499999999997,1741.8999999999992,0.0,98.0,7.200263310091538
3,South Korea,KOR,East Asia,High income,2015,Rice,9621.1,25429434.92,2643089.0,209.48,35.1,11.576438356164378,15.919452054794526,7.925205479452058,942.4999999999999,917.1000000000001,920.5499999999997,1741.8999999999992,0.0,98.0,7.200263310091538
3,South Korea,KOR,East Asia,High income,2015,Soybeans,5094.7,4262870.66,836726.0,150.25,27.8,11.576438356164378,15.919452054794526,7.925205479452058,942.4999999999999,917.1000000000001,920.5499999999997,1741.8999999999992,0.0,98.0,7.200263310091538
3,South Korea,KOR,East Asia,High income,2015,Wheat,7861.97,18136576.91,2306875.0,199.36,29.4,11.576438356164378,15.919452054794526,7.925205479452058,942.4999999999999,917.1000000000001,920.5499999999997,1741.8999999999992,0.0,98.0,7.200263310091538
3,South Korea,KOR,East Asia,High income,2016,Maize,13237.17,50521646.09,3816651.0,151.43,45.0,11.748360655737704,16.06639344262295,8.179508196721313,1137.0999999999997,1106.3000000000002,916.8299999999996,1931.5000000000002,0.0,101.0,8.303074971414663
3,South Korea,KOR,East Asia,High income,2016,Rice,8721.07,27346814.47,3135719.0,190.31,16.4,11.748360655737704,16.06639344262295,8.179508196721313,1137.0999999999997,1106.3000000000002,916.8299999999996,1931.5000000000002,0.0,101.0,8.303074971414663
3,South Korea,KOR,East Asia,High income,2016,Soybeans,4499.82,9214073.37,2047655.0,141.2,18.5,11.748360655737704,16.06639344262295,8.179508196721313,1137.0999999999997,1106.3000000000002,916.8299999999996,1931.5000000000002,0.0,101.0,8.303074971414663
3,South Korea,KOR,East Asia,High income,2016,Wheat,5896.72,9473210.82,1606522.0,142.99,41.9,11.748360655737704,16.06639344262295,8.179508196721313,1137.0999999999997,1106.3000000000002,916.8299999999996,1931.5000000000002,0.0,101.0,8.303074971414663
3,South Korea,KOR,East Asia,High income,2017,Maize,10268.75,10108736.78,984417.0,145.69,45.9,10.263561643835624,14.69095890410959,6.514246575342464,966.5,895.8000000000002,947.5100000000004,1662.0999999999997,0.0,119.0,6.148159943733275
3,South Korea,KOR,East Asia,High income,2017,Rice,9314.02,2739886.03,294168.0,188.79,42.2,10.263561643835624,14.69095890410959,6.514246575342464,966.5,895.8000000000002,947.5100000000004,1662.0999999999997,0.0,119.0,6.148159943733275
3,South Korea,KOR,East Asia,High income,2017,Soybeans,6536.67,19611868.63,3000284.0,182.78,33.7,10.263561643835624,14.69095890410959,6.514246575342464,966.5,895.8000000000002,947.5100000000004,1662.0999999999997,0.0,119.0,6.148159943733275
3,South Korea,KOR,East Asia,High income,2017,Wheat,7112.69,5160021.31,725467.0,175.35,25.8,10.263561643835624,14.69095890410959,6.514246575342464,966.5,895.8000000000002,947.5100000000004,1662.0999999999997,0.0,119.0,6.148159943733275
3,South Korea,KOR,East Asia,High income,2018,Maize,10536.15,39008157.01,3702316.0,229.59,23.5,10.267945205479455,14.652876712328773,6.562465753424658,1212.9999999999998,1082.5000000000005,916.1999999999998,1685.3999999999996,0.0,107.0,7.330947029603049
3,South Korea,KOR,East Asia,High income,2018,Rice,11044.37,13920219.65,1260391.0,154.83,36.3,10.267945205479455,14.652876712328773,6.562465753424658,1212.9999999999998,1082.5000000000005,916.1999999999998,1685.3999999999996,0.0,107.0,7.330947029603049
3,South Korea,KOR,East Asia,High income,2018,Soybeans,7041.11,717059.58,101839.0,233.89,34.4,10.267945205479455,14.652876712328773,6.562465753424658,1212.9999999999998,1082.5000000000005,916.1999999999998,1685.3999999999996,0.0,107.0,7.330947029603049
3,South Korea,KOR,East Asia,High income,2018,Wheat,8831.98,9122585.51,1032904.0,154.75,35.2,10.267945205479455,14.652876712328773,6.562465753424658,1212.9999999999998,1082.5000000000005,916.1999999999998,1685.3999999999996,0.0,107.0,7.330947029603049
3,South Korea,KOR,East Asia,High income,2019,Maize,8769.77,41586492.11,4742030.0,165.48,37.7,10.712054794520542,15.099178082191775,7.098904109589044,1251.6000000000001,1216.3,910.6599999999999,1631.3000000000006,0.0,111.0,9.001617424742674
3,South Korea,KOR,East Asia,High income,2019,Rice,11244.1,13041560.7,1159858.0,179.35,38.2,10.712054794520542,15.099178082191775,7.098904109589044,1251.6000000000001,1216.3,910.6599999999999,1631.3000000000006,0.0,111.0,9.001617424742674
3,South Korea,KOR,East Asia,High income,2019,Soybeans,5080.13,11542354.17,2272059.0,193.23,37.4,10.712054794520542,15.099178082191775,7.098904109589044,1251.6000000000001,1216.3,910.6599999999999,1631.3000000000006,0.0,111.0,9.001617424742674
3,South Korea,KOR,East Asia,High income,2019,Wheat,7567.87,1357699.27,179403.0,173.2,45.9,10.712054794520542,15.099178082191775,7.098904109589044,1251.6000000000001,1216.3,910.6599999999999,1631.3000000000006,0.0,111.0,9.001617424742674
3,South Korea,KOR,East Asia,High income,2020,Maize,9616.08,37264481.29,3875224.0,166.16,54.3,10.500819672131144,14.856557377049178,7.018306010928963,1669.4,1632.6000000000001,874.7300000000004,1545.8000000000006,0.0,106.0,13.143149406531924
3,South Korea,KOR,East Asia,High income,2020,Rice,10221.01,43658946.77,4271492.0,140.78,41.9,10.500819672131144,14.856557377049178,7.018306010928963,1669.4,1632.6000000000001,874.7300000000004,1545.8000000000006,0.0,106.0,13.143149406531924
3,South Korea,KOR,East Asia,High income,2020,Soybeans,6557.62,8425821.72,1284891.0,135.22,37.6,10.500819672131144,14.856557377049178,7.018306010928963,1669.4,1632.6000000000001,874.7300000000004,1545.8000000000006,0.0,106.0,13.143149406531924
3,South Korea,KOR,East Asia,High income,2021,Rice,10140.6,22095388.63,2178903.0,110.19,38.1,11.01205479452055,15.413972602739712,7.334246575342463,1321.0999999999992,1282.1999999999994,903.0400000000008,1677.2000000000003,0.0,85.0,5.341333760185137
3,South Korea,KOR,East Asia,High income,2021,Soybeans,4853.58,3017039.16,621611.0,181.05,52.0,11.01205479452055,15.413972602739712,7.334246575342463,1321.0999999999992,1282.1999999999994,903.0400000000008,1677.2000000000003,0.0,85.0,5.341333760185137
3,South Korea,KOR,East Asia,High income,2021,Wheat,8297.23,532931.35,64230.0,124.04,29.3,11.01205479452055,15.413972602739712,7.334246575342463,1321.0999999999992,1282.1999999999994,903.0400000000008,1677.2000000000003,0.0,85.0,5.341333760185137
3,South Korea,KOR,East Asia,High income,2022,Maize,16706.29,6712952.98,401822.0,250.49,23.1,10.64383561643836,15.27780821917808,6.866027397260275,1038.9,993.5000000000002,965.7500000000001,1743.2999999999997,0.0,107.0,8.869674670247017
3,South Korea,KOR,East Asia,High income,2022,Rice,9757.42,32024948.83,3282113.0,264.1,28.7,10.64383561643836,15.27780821917808,6.866027397260275,1038.9,993.5000000000002,965.7500000000001,1743.2999999999997,0.0,107.0,8.869674670247017
3,South Korea,KOR,East Asia,High income,2022,Soybeans,6345.36,18700297.79,2947084.0,141.96,42.6,10.64383561643836,15.27780821917808,6.866027397260275,1038.9,993.5000000000002,965.7500000000001,1743.2999999999997,0.0,107.0,8.869674670247017
3,South Korea,KOR,East Asia,High income,2022,Wheat,9715.67,31998112.51,3293454.0,215.0,44.6,10.64383561643836,15.27780821917808,6.866027397260275,1038.9,993.5000000000002,965.7500000000001,1743.2999999999997,0.0,107.0,8.869674670247017
3,South Korea,KOR,East Asia,High income,2023,Maize,17525.41,,940215.0,185.68,20.7,11.457260273972604,15.94958904109589,7.728767123287674,1655.1999999999996,1603.999999999999,932.0000000000003,1832.5999999999995,0.0,102.0,6.44939786991145
3,South Korea,KOR,East Asia,High income,2023,Rice,10366.56,6743924.23,650546.0,237.39,39.3,11.457260273972604,15.94958904109589,7.728767123287674,1655.1999999999996,1603.999999999999,932.0000000000003,1832.5999999999995,0.0,102.0,6.44939786991145
3,South Korea,KOR,East Asia,High income,2023,Soybeans,5535.31,15188089.87,2743855.0,237.82,45.5,11.457260273972604,15.94958904109589,7.728767123287674,1655.1999999999996,1603.999999999999,932.0000000000003,1832.5999999999995,0.0,102.0,6.44939786991145
3,South Korea,KOR,East Asia,High income,2023,Wheat,9365.66,1596956.83,170512.0,139.69,38.9,11.457260273972604,15.94958904109589,7.728767123287674,1655.1999999999996,1603.999999999999,932.0000000000003,1832.5999999999995,0.0,102.0,6.44939786991145
4,United States,USA,North America,High income,2015,Rice,9004.87,19768514.55,2195314.0,133.2,23.1,13.108767123287679,19.629589041095883,8.348219178082193,824.5000000000001,770.5000000000001,1319.54,2300.4000000000005,10.0,91.0,6.971187933514294
4,United States,USA,North America,High income,2015,Soybeans,6060.49,27828720.07,4591828.0,186.79,28.0,13.108767123287679,19.629589041095883,8.348219178082193,824.5000000000001,770.5000000000001,1319.54,2300.4000000000005,10.0,91.0,6.971187933514294
4,United States,USA,North America,High income,2015,Wheat,6443.5,8091801.38,1255808.0,196.69,33.9,13.108767123287679,19.629589041095883,8.348219178082193,824.5000000000001,770.5000000000001,1319.54,2300.4000000000005,10.0,91.0,6.971187933514294
4,United States,USA,North America,High income,2016,Soybeans,5980.88,23468448.22,3923911.0,197.47,40.2,13.301639344262284,19.344535519125714,8.771038251366114,901.0,851.1,1287.0000000000002,2305.4000000000015,10.0,88.0,7.340109903781838
4,United States,USA,North America,High income,2016,Wheat,7427.32,6003626.7,808317.0,201.2,30.1,13.301639344262284,19.344535519125714,8.771038251366114,901.0,851.1,1287.0000000000002,2305.4000000000015,10.0,88.0,7.340109903781838
4,United States,USA,North America,High income,2017,Maize,13926.8,32259862.26,2316388.0,273.93,30.3,12.853972602739733,18.768767123287667,8.14164383561645,611.6,583.0000000000001,1311.9799999999998,2182.2999999999993,12.0,84.0,9.01839357338673
4,United States,USA,North America,High income,2017,Rice,11109.9,828909.6,74610.0,272.54,30.8,12.853972602739733,18.768767123287667,8.14164383561645,611.6,583.0000000000001,1311.9799999999998,2182.2999999999993,12.0,84.0,9.01839357338673
4,United States,USA,North America,High income,2017,Soybeans,4575.3,16631711.85,3635107.0,109.58,33.7,12.853972602739733,18.768767123287667,8.14164383561645,611.6,583.0000000000001,1311.9799999999998,2182.2999999999993,12.0,84.0,9.01839357338673
4,United States,USA,North America,High income,2017,Wheat,7656.56,24120076.8,3150250.0,191.43,46.0,12.853972602739733,18.768767123287667,8.14164383561645,611.6,583.0000000000001,1311.9799999999998,2182.2999999999993,12.0,84.0,9.01839357338673
4,United States,USA,North America,High income,2018,Maize,14295.3,22131880.65,1548193.0,157.5,45.9,11.579452054794523,17.923835616438357,6.887123287671233,861.6999999999999,769.4999999999999,1220.0099999999986,2143.4000000000015,6.0,127.0,7.674066941871971
